phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
For most of the distance image it provides a satisfactory disturbing way in the dark places of our national psyche.,45281,0.73611,positive,3,2132,1
"For once, a film does not proclaim the truth about two lovers somebodies, but allows the time and space to convince us that everything on your own.",65596,0.72222,positive,3,3729,1
"For proof that the film front, look no further than this 20th anniversary edition of the movie that Spielberg calls, retrospectively, his most personal work.",223400,0.75,positive,3,3787,1
For a single digit kidlets Stuart Little 2 is still a no-brainer.,145442,0.59722,neutral,2,6829,1
"For the future, Mr. Plympton find space for a member of their small group, a professional writer expected.",223404,0.041667,very negative,0,9163,1
"For the most part, it works very well as a movie without sacrificing the integrity of the opera.",65597,0.75,positive,3,3381,1
"For the most part, the movie is not capable pretty well.",105848,0.65278,positive,3,4988,1
"For the rest of us, sitting through two hours Dahmer 's amounts to little more than a punishment.",223410,0.15278,very negative,0,9599,1
"For these things to work, we need agile interpreter, but the clever, dull Sorvino has no light touch and Rodan is out of reach.",183997,0.23611,negative,1,11527,1
"For those looking for something different, Wendigo is a truly chilling story.",65599,0.77778,positive,3,4014,1
"For those of a mind indulgent little sunbaked and summery, Lucia and sex can also be diverted enough.",65601,0.76389,positive,3,3242,1
"For those of us that responds more strongly to the narrative of the computer generated effects, the new release of Star Wars has not escaped the rut dug by the latter.",145451,0.27778,negative,1,6939,1
"For those who are intrigued by the politics of the 70s, the film is as fascinating as it is defective.",65603,0.70833,positive,3,2408,1
"For those who like quirky them, French films little strange, this is a must!",105850,0.76389,positive,3,5288,1
"For those who take pride in sophisticated, good taste, this seems to be the right tea cup, however, it is almost certain that even those attending the stuffiest film will laugh at your \ * \ * \ * for an hour and one -half .",223413,0.83333,very positive,4,1489,1
"I think for the audience sympathy as a temperamental child begging for attention, giving the public no reason to truly care for their decrepit fans beyond the promise of a respite from his incessant whining.",184000,0.19444,very negative,0,11115,1
Forgetting a nomination for the Oscar this year for Julianne Moore - who should get the five.,65609,0.95833,very positive,4,4292,1
Forgetting the study of Psychology 101 of romantic obsession and just watch the costume parade in castles and this will not seem like a drill.,105864,0.34722,negative,1,6496,1
"Forget the misleading title, What about the unexplained cameo baboon?",105866,0.375,negative,1,5738,1
"Easy to forget, if good-hearted film.",184005,0.375,negative,1,10690,1
Formula 51 has dulled your senses faster and deeper than any recreational drugs on the market.,184012,0.54167,neutral,2,9704,1
"Formula 51 promises a new kind of high, but offers the same old bad trip.",184013,0.25,negative,1,10461,1
"51 to the power formulaic, rather.",145467,0.27778,negative,1,6757,1
"Formuliac, but fun.",223415,0.63889,positive,3,11714,1
"Fortunately, Elling never gets overbearing, thanks to the perfect comic timing of the actors and sweet, genuine chemistry.",105870,0.69444,positive,3,4679,1
"Fortunately, you still have that option.",223416,0.54167,neutral,2,11048,1
Foster and Whitaker are especially well.,65613,0.81944,very positive,4,3035,1
"Foster, gives life to a roll that could have been otherwise bland and typical.",65615,0.70833,positive,3,3393,1
"Franco is an excellent choice for isolated wall, but getter fuel, but does not give the transcendent performance SONNY need to bridge the gaps in the development of the character and the logic of history.",105875,0.19444,very negative,0,5475,1
Frank Capra played this story straight.,184020,0.66667,positive,3,10541,1
Frank McKlusky C.I. is that movie!,223424,0.47222,neutral,2,6031,1
"Frankly, it kind of insult, for both men and women.",105878,0.055556,very negative,0,6359,1
"Frankly, it's pretty stupid.",223425,0.20833,negative,1,6587,1
Fred Schepisi film 's pace is at a rate which is slow for those who are in middle age and deathly slow any teenager.,223427,0.125,very negative,0,5420,1
"story of Fred Schepisi 's four Englishmen facing the prospect of his own mortality sees the influx youth not as a lost ideal, but a starting point.",65632,0.66667,positive,3,3830,1
"Frei brings a fascinating profile of a deeply artist humanist who, despite everything that 's witnessed, remains surprisingly idealistic, and retains an extraordinary faith in the ability of images to communicate the truth of the world around him.",105890,0.73611,positive,3,4475,1
frequent bursts of laughter and genuinely creative performances keep the film enthusiasts ... slalom through its hackneyed elements cozy ease.,65658,0.76389,positive,3,3336,1
"Fresh and raw as a vein blown out, Narc carries a subgenre poly-flick-dead walking and rhythms new life in him.",65663,0.90278,very positive,4,2495,1
Fresnadillo has something serious to say about the occasional extravagant ways can distort our perspective and throw us off the path of wisdom.,105901,0.68056,positive,3,5105,1
"Frida is certainly not a disaster, but neither is the movie Frida Kahlo fans have been looking for.",184051,0.56944,neutral,2,9509,1
Frida is not very different from many of Hollywood romance.,223430,0.33333,negative,1,1815,1
Friday After Next is more bluster than bite.,184053,0.31944,negative,1,10523,1
Friday After Next is the kind of film that could only be done by African Americans because of their broad racial insensitivity against African Americans.,145504,0.27778,negative,1,7140,1
"From a simple premise deceptively, this French drama deeply moving story develops surprising that functions as a detailed and personal portrait pretty scary as an examination of modern times.",65680,0.90278,very positive,4,3817,1
"From start to finish, this overheated melodrama plays like a student film.",105911,0.44444,neutral,2,6479,1
Blushing spurts - Imamura jets screen `Hot water under a red bridge ',223433,0.68056,positive,3,11573,1
"Both a great and a terrible story, Mr. Nelson has made a film that is undoubtedly a worthy and devastating experience.",223434,0.63889,positive,3,5452,1
"Since its invitingly optimistic his pathetic overture, but ultimately end the affirmation of life, Martin is a work done masterfully.",65682,0.68056,positive,3,2613,1
"Since its sickening spinning credits sequence to a great talent, but underused supporting cast, Bartleby squanders much as it gives out.",184066,0.22222,negative,1,10797,1
"From editing annoying choppy the score for 'special effects' by replacing objects of a character 's hands below the camera line, `` Besotted' is spurious",223435,0.16667,very negative,0,11092,1
"From the dull, surreal pain of mortal consciousness emerges a portrait of the radiant character.",65684,0.75,positive,3,3931,1
"Opening strains of the Average White Band 's `` pick up the pieces'', you can feel the love.",223437,0.66667,positive,3,1732,1
"Fubar is fun, but not always in a way laughing.",65686,0.48611,neutral,2,2693,1
Fudges reality and fantasy with such confidence that feel like they're seeing something purer than the real thing.,65690,0.90278,very positive,4,3635,1
Meets the minimum requirement of Disney animation.,65693,0.44444,neutral,2,2595,1
Fulford-Wierzbicki ... skillfully captures the adolescent wise-beyond-his-years.,65696,0.63889,positive,3,2781,1
"Full Frontal, which opens today nationwide, could almost be classified as a satire of the film industry, but lacks the generous inclusiveness that is the genre 's definitive, if false, feature.",184077,0.34722,negative,1,10374,1
Full Frontal had no effect and elicited no sympathy for any of the characters.,105914,0.22222,negative,1,6733,1
"Full of bland, highways, parking lots, with some flashes of nature and warmth of the family, Time Out is a discreet groan of despair Entrapment in the maze of modern life.",105919,0.36111,negative,1,4658,1
"Full of details about the man and his country, and well worth seeing.",105925,0.84722,very positive,4,4653,1
"Full of jokes flatulence and mild sexual references, Kung Pow!",145517,0.29167,negative,1,7321,1
Full of surprises .,223442,0.73611,positive,3,11717,1
Class full of nasty talk aware that only neurotics themselves are engaged.,105927,0.22222,negative,1,5826,1
Fun and agile.,223445,0.81944,very positive,4,11642,1
"Functions as a revealing look at the collaborative process and in a timely manner, the profile of the tongue in cheek of the corporate circus that is the recording industry in the current climate of mergers and downsizing.",65700,0.63889,positive,3,2547,1
"Funny, sexy, devastating and incurably romantic.",65704,0.81944,very positive,4,2506,1
"Funny, dark, absurd, and finally, painfully sad, Bartleby is a fine, discreet piece of filmmaking.",45338,0.94444,very positive,4,2172,1
"Funny, though.",223446,0.58333,neutral,2,4397,1
Fun and comforting without stooping to gooeyness.,65707,0.73611,positive,3,3267,1
Funny and touching.,223449,0.72222,positive,3,11643,1
Funny in a sick kind of twisted way.,65709,0.69444,positive,3,2481,1
"A sadder Tom Tykwer proof, director of resonance and sense of spinning Run Lola Run, has proved one thing - a manufacturer of metaphysical claptrap softheaded.",184082,0.055556,very negative,0,11446,1
"Gaghan catch the half-light, sometimes eerie intimacy of college dorms, a subtlety that makes the silly coda, over the top, especially disappointing part.",184090,0.16667,very negative,0,9109,1
"Gambling and throwing a basketball game money is not a new story - in fact, Toback himself used in Black and White.",105943,0.51389,neutral,2,5390,1
"Bands, despite the seriousness of its subject, is often as fun to watch as a good spaghetti western.",105952,0.40278,neutral,2,5326,1
"Gangster No. 1 is solid, satisfying adult fare.",223461,0.80556,very positive,4,5640,1
Enormous plot holes sink this `sub '- hold standard and the public enthusiasm drag to crush depth.,184102,0.083333,very negative,0,11321,1
Garcia and the other actors help make the shaky premise work.,65731,0.61111,positive,3,3473,1
"Gay or straight, Kissing Jessica Stein is one of the best date movies in years.",105963,0.83333,very positive,4,4689,1
It generates an enormous feeling of empathy for his characters.,105966,0.77778,positive,3,5109,1
"Generic slasher-movie nonsense, but not without style.",145541,0.5,neutral,2,7087,1
generic scrap suspense.,223471,0.16667,very negative,0,11770,1
Gently humorous and touching.,65743,0.79167,positive,3,2422,1
Really disconcerting.,223473,0.65278,positive,3,11675,1
"George Clooney, in his directorial debut, presents this shaggy dog ​​story completely ridiculous as one of the most creative comedies, energetic and original to hit the screen in years.",65747,0.75,positive,3,2897,1
George Lucas returns as a visionary with a story full of nuances and dimension of the character.,65748,0.72222,positive,3,2966,1
Gere gives a good performance in a film that does not deserve it.,145550,0.44444,neutral,2,7218,1
Take out your pooper-deliverers.,184137,0.083333,very negative,0,10856,1
You get better after parenting leaves little space.,105975,0.625,positive,3,6094,1
Stalls by a frame and stop-start rhythm sillified excessively.,145561,0.375,negative,1,7078,1
Gibney and Jarecki just want the bastard chain.,145569,0.44444,neutral,2,6865,1
Laughing at the absurdities and inconsistencies is part of the fun.,223489,0.61111,positive,3,2383,1
"Friends are bad, are worse wives and babies are the kiss of death in this bitter Italian comedy.",184153,0.23611,negative,1,10970,1
"Give Shapiro, Goldman and Bolado merit of good intentions, but there 's nothing here that could not have done in half an hour.",184165,0.27778,negative,1,10325,1
Give credit to everyone from Robinson to the grip that works this bold move.,223495,0.84722,very positive,4,4449,1
"Given the fact that virtually nobody is forced to be in theaters for him, the project should have been made for the tube.",223497,0.11111,very negative,0,6246,1
"Given too much time to consider the slack of the piece, the picture begins to resemble the report, grabbing actors workshop is all about.",105989,0.083333,very negative,0,6015,1
It takes a turn interesting to the French majority gender.,65785,0.76389,positive,3,2658,1
It gives everyone something from another world.,105993,0.88889,very positive,4,4634,1
"It gives us a lot to chew, but not all of it has been digested properly.",105996,0.41667,neutral,2,4954,1
Glazed foam B-tacky film.,106003,0.11111,very negative,0,5950,1
Glizty but formulaic and silly ... Cagney 's `top of the world' has been replaced by the bottom of the barrel.,106006,0.22222,negative,1,6409,1
Gloriously directly from the vagina.,106008,0.44444,neutral,2,4787,1
"Go, girls, right down the drain reality.",184171,0.22222,negative,1,9742,1
Go back to sleep .,223502,0.23611,negative,1,11578,1
"Go for performance La Salle 's, and make do the best you can with a stutter script.",184177,0.51389,neutral,2,10161,1
God bless Crudup and his aversion to take the easy way Hollywood and collection in its magnificence movie star.,106014,0.76389,positive,3,4822,1
"God is great, the film is not.",184181,0.41667,neutral,2,10147,1
'S Ode to face life' s wonder Godard is a rambling and incoherent manifesto about the vagueness of excess current ... In Praise of Love remains a heavy and pretentious task that 's out of focus and tediously infuriating.,184186,0.11111,very negative,0,10223,1
"Godard has never made a beautiful film more sheerly this moving meditation unexpectedly in love, history, memory, resistance and artistic significance.",65789,0.94444,very positive,4,4138,1
"Godard uses his characters - if that's not too glorifying a term - things like art, nozzles, visual motifs, blanks.",184188,0.34722,negative,1,9088,1
It goes a long way in the hedonistic taste.,65796,0.48611,neutral,2,2978,1
Goes on and on to the point of nausea.,145616,0.23611,negative,1,7106,1
"Going to this film is a bit like chewing blubber - it's an acquired taste that takes time to enjoy, but it 's worth, even if it does take 3 hours to pass.",65803,0.47222,neutral,2,2573,1
"Goldbacher is based on an elegant visual sense and a talent for easy rhythm, seductive ... but she and her writing partner Laurence Coriat fail an equally assured narrative minting.",184193,0.77778,positive,3,9398,1
"Goldmember has none of the visual acuity of the images above, and it seems that Jay Roach directed the film from the back of a taxi.",145624,0.055556,very negative,0,6771,1
Goldmember is fun enough to justify the shame of carrying a barf bag to Moviehouse.,106027,0.54167,neutral,2,5149,1
Gondry 's direction is right ... but what gives human nature is its unique feeling Kaufman' s script.,65809,0.72222,positive,3,4241,1
extravagant gestures that are the mark of several of his performances are over.,106030,0.51389,neutral,2,4666,1
"Good, solid storytelling.",223508,0.84722,very positive,4,11685,1
"Good actors have a radar for juicy roles - There are a lot of characters in this picture, and not one of them is flat.",106036,0.76389,positive,3,4913,1
"Good fun, good action, good acting, good dialogue, good pace, good cinematography.",223512,0.90278,very positive,4,132,1
"Good performances and a realistic, non-exploitative approach to take care to see the full penalty.",65819,0.88889,very positive,4,3909,1
Good performances keep it from being a complete repetition.,184199,0.65278,positive,3,9722,1
"Good, but relentlessly lowbrow works as disoriented Outing Does the South Fork.",184204,0.25,negative,1,9378,1
With humorous sequel cornball.,223515,0.73611,positive,3,11692,1
"Gooding and Coburn are both Oscar winners, a fact that if you are looking clumsy storming their way through snow dogs, seems inconceivable.",184208,0.30556,negative,1,9078,1
"Gooding is the energetic leader, and it's hard to resist his enthusiasm, even if the filmmakers come up with anything original in the form of slapstick sequences.",65826,0.63889,positive,3,2653,1
Gooding delivers performance to ingratiate himself with despair.,106040,0.38889,negative,1,5922,1
"Torpe, nutty, funny consistent.",223518,0.88889,very positive,4,5384,1
"magnificent scenes, masterful performances, but the narrative of gender legislation left a sickly sweet acre test in the mouth this gourmet 's.",45404,0.47222,neutral,2,2233,1
"Beautiful to look at, but unbearably tedious and turgid epic ... a constrained curiosity.",184214,0.25,negative,1,10072,1
"Gosling creates a surprisingly compelling character, a young man whose acute intelligence that is at the root of their self-destructive ways contradictory, self-hatred.",65836,0.93056,very positive,4,3089,1
You got a David Lynch Jones?,223523,0.5,neutral,2,3092,1
Graced with the kind of social fabric and realism that would be foreign in US teen comedies.,106046,0.72222,positive,3,5394,1
Graham Greene novel colonialism and empire s is elevated by Michael Caine 's performance as a journalist tired in a changing world.,65841,0.72222,positive,3,4408,1
Grainy photograph mars an otherwise delightful comedy of errors.,65844,0.45833,neutral,2,2901,1
"Grandfather of Le Nouvelle Vague, Jean-Luc Godard continues to baffle the faithful with their games of hide and seek.",145636,0.45833,neutral,2,7043,1
"Day scholarship is impeccable comic timing, vulgar charm and penetrating intellect.",106051,0.79167,positive,3,5675,1
"Grant is definitely fun, but the emptiness of the character played by holding it with outstretched arms",106055,0.30556,negative,1,5058,1
Cary Grant and Bullock is not is not Katherine.,184232,0.30556,negative,1,10707,1
"explicit sex may be what is attracting audiences unfaithful, but gripping performances Lane and Gere is what will keep them awake.",106062,0.88889,very positive,4,5091,1
Grid and tedious.,223531,0.36111,negative,1,11801,1
Great character interaction.,223534,0.88889,very positive,4,11723,1
Great Dragons!,223535,0.61111,positive,3,4264,1
Very fun for both sports fans and ordinary slobs whose idea of ​​exercise is walking up the steps of a megaplex-seat stadium.,65854,0.73611,positive,3,3849,1
Great over-the-top moviemaking If you are in a mood slap-happy.,65857,0.86111,very positive,4,3928,1
"Great performances, elegant cinematography and a gritty feeling helps make Gangster No. 1 a cinematic experience worthwhile.",223536,0.86111,very positive,4,3565,1
"green ruins every scene he's in, and the film, although it is not entirely caused, is seriously compromised by that.",184243,0.26389,negative,1,10899,1
Greg Kinnear gives a fascinating performance as a sex addict in every rule that is in complete denial about his obsessive behavior.,106068,0.83333,very positive,4,4682,1
"Grenier is excellent, making unforced delivery, fast shot Heidegger Toback 's - Nietzsche and dialogue references.",223544,0.875,very positive,4,446,1
Griffin & Co. manage to be spectacularly outrageous.,223546,0.80556,very positive,4,3611,1
grown quibbles do not come to the case here.,106076,0.40278,neutral,2,5122,1
Guilty of the worst sin attributed to a movie like this: There is fear in the slightest.,184255,0.069444,very negative,0,9647,1
Gussied up with so many special effects and visual distraction tricks party that 's not clear whether we're supposed to cry or laugh.,106091,0.27778,negative,1,6216,1
"Boy gets girl, boy loses girl, the audience falls asleep.",106102,0.125,very negative,0,6346,1
Guys say bad things and shoot a lot of bullets.,223552,0.26389,negative,1,6446,1
"Hailed as an intelligent exercise in neo-Hitchcockianism, this intelligent and very satisfying image is more accurate Chabrolian.",65886,0.80556,very positive,4,3266,1
Half Past Dead is just such an achievement.,223564,0.80556,very positive,4,6230,1
"Halfway through, however, after vacuuming dry formula film not dead action, mutates Blade II in a crude monster movie with effects that are output dumber fear.",184260,0.29167,negative,1,10397,1
"Halfway through the film, the mood decreases.",184262,0.33333,negative,1,9337,1
"Halloween: Resurrection is not exactly a quality film, but not as terrible as cold have been.",65888,0.43056,neutral,2,3212,1
"Hampered - no, paralyzed - by a self-indulgent script ... that the objectives of poetry and ends up sounding like satire.",106131,0.11111,very negative,0,6039,1
"handled correctly, the game Wilde 's is a masterpiece of elegant wit and artifice.",223566,0.93056,very positive,4,10545,1
"Handsome and sincere, but somewhat clumsy combination of entertainment and evangelical boosterism.",184284,0.5,neutral,2,9686,1
handsome and sophisticated approach to the workplace romantic comedy.,65894,0.73611,positive,3,4352,1
"Fortunately, there are things that are immune to the madness of changing the taste and attitude.",223571,0.65278,positive,3,3786,1
Happily stays close to the ground of a free and simple way and we do not hit with false images or music.,45428,0.80556,very positive,4,1918,1
Happy Times maintains an attractive plate without being too cute to respect.,106138,0.73611,positive,3,4716,1
"Hard, endearing, caring, warm.",65910,0.80556,very positive,4,2581,1
Hard to resist.,223577,0.70833,positive,3,11696,1
slasher inveterate fans will find things I like ... but overall the series of Halloween has lost its edge.,145701,0.25,negative,1,7083,1
Just a film that comes along every day.,65912,0.72222,positive,3,3723,1
"Just a nuanced portrait of the breakdown of a young woman 's, the film, however, works up some scares.",184305,0.55556,neutral,2,10358,1
"Just a documentary goal, but it 's very controversial film ... Moore love it or loathe it, you have to admire ... the intensity that' s willing to express their convictions.",45436,0.84722,very positive,4,2084,1
"Hardman is a grid, modal screen presence, which is especially unfortunate in light of the job done for most of the rest of his cast.",184307,0.41667,neutral,2,9201,1
It goes back to a time when movies had more to do with imagination than market research.,106142,0.79167,positive,3,4767,1
harmless fun.,223579,0.70833,positive,3,11691,1
"Harris is supposed to be the protagonist of the story, but it comes across as rather dull and wood.",184314,0.44444,neutral,2,11376,1
"Harry Potter and the Chamber of Secrets is deja vu again, and while this is a cliché, nothing could be more appropriate.",223585,0.5,neutral,2,11362,1
"Hart 's War seems to want to be a character study, but he apparently can not decide which character.",184319,0.27778,negative,1,11106,1
Hartley adds enough quirky and satirical touches on the script to keep the movie entertaining.,65920,0.80556,very positive,4,2721,1
"Harvard Man is a semi-retreat, reminiscent without nostalgia or sentimentality.",184321,0.40278,neutral,2,11100,1
"It has a certain morbid fascination, and generates a lot of excitement B-movie.",45448,0.68056,positive,3,1722,1
"It has a jovial air, but usually a deficit of Flim-Flam inventive.",145732,0.30556,negative,1,6905,1
It has a strong emotional impact.,106156,0.73611,positive,3,4605,1
Has all the complexity and realistic human behavior in an episode of General Hospital.,184323,0.31944,negative,1,10421,1
"It has all the characteristics of a film designed strictly for home video of children, such insatiable market that absorbs all kinds of lame entertainment, provided 3 years of age find it diverting.",106159,0.29167,negative,1,6645,1
It has all the right elements but fails completely gel together.,106161,0.41667,neutral,2,6383,1
It has all the scenic attraction of a black hole.,184325,0.027778,very negative,0,9128,1
"It has all the values ​​of a straight-to-video film, but because it has a big-name cast, it gets a full theatrical release.",184329,0.22222,negative,1,10577,1
"It has an unmistakable, easy joie de vivre.",65926,0.75,positive,3,4318,1
"It has a musical rhythm you can dance arrogant, but their power can not be compared with wit, humor and snappy dialogue of the original.",223592,0.59722,neutral,2,6379,1
It has enough armed battles and throwaway humor to cover the huge chasm where the plot should be.,106164,0.33333,negative,1,5642,1
"It has enough wit, energy and warmth to please not only fans and fans of both sides, but also people who know nothing about it and think they are not interested.",106166,0.75,positive,3,5496,1
It has its peculiarities and its charming jaded.,106168,0.56944,neutral,2,6740,1
"It has its moments, but it is quite far from a treasure.",184333,0.43056,neutral,2,10381,1
Has its moments - and almost as many subplots.,106172,0.63889,positive,3,5790,1
It has its share of spectacular images.,65928,0.55556,neutral,2,2855,1
He has lost some of the dramatic conviction that underlies the best comedies ...,184334,0.25,negative,1,9345,1
It has no reason to exist apart from employing children in Hollywood and people who need favors to their famous parents.,106174,0.11111,very negative,0,6699,1
"It has any of the crackle `Fatal Attraction '',` `9 1 \ / 2 weeks' ', or even' 'Indecent Proposal', and feels more like Lyne remake stolid s of` Lolita ''.",223598,0.23611,negative,1,11317,1
"Was therefore written not assembled, Frankenstein, others a little better shoot-em-ups.",184342,0.51389,neutral,2,11160,1
"Has nothing good to talk about anything other than the fact that it is relatively short, does its best to hide the fact that overweight Seagal 's and out of shape.",106177,0.22222,negative,1,6617,1
It has the ability to effect change and inspire hope.,65930,0.76389,positive,3,4066,1
It has the disjointed feeling a lot of TV episodes stringing together.,184343,0.16667,very negative,0,9252,1
It has the characteristics of a septuagenarian; which it is a crunchy treat a clever trick.,184347,0.47222,neutral,2,9942,1
It has the unique ability to relieve and break your heart with a single blow.,106179,0.72222,positive,3,4697,1
"Hashiguchi covers this territory with wit and originality, suggesting that with his fourth feature - the first to be released in the US - a major director is emerging in world cinema.",223602,0.81944,very positive,4,3706,1
Hashiguchi uses the situation to evoke a lively Japan atop an undercurrent of loneliness and isolation.,65936,0.66667,positive,3,2878,1
"Hashiguchi vividly captures the young Japanese way they live now, rubbing against manic mix their culture 's the abruptness of the millennium and immortal, traditional politesse.",65937,0.77778,positive,3,4083,1
I hate it because it 's lousy.,184353,0.15278,very negative,0,11282,1
"Hatfield and Hicks make the oddest of couples, and in this sense the film becomes a study of bets publishing, offers a case study that exists apart from all the film 's political ramifications.",65942,0.68056,positive,3,3502,1
"Hatosy ... young portrays Brendan with his usual intelligence and subtlety, not to mention a convincing accent.",65944,0.75,positive,3,2489,1
"Hawke movie 's, a boring, pretentious waste of nearly two hours, does not say anything, except that the Hotel Chelsea today is populated by artists whiny, pathetic, hungry and untalented.",184359,0.30556,negative,1,10670,1
"Hawn and Sarandon form a bond that makes them act Banger Sisters of the fascinating character study, with plenty of laughs.",65948,0.97222,very positive,4,3151,1
He is an actor better than a comedian.,106192,0.63889,positive,3,6424,1
"He's just a sad aristocrat in tattered finery, and the film seems as flat as him.",223608,0.23611,negative,1,10813,1
He's not good with people.,145763,0.375,negative,1,7176,1
He 's one of the few' cool 'of actors who never seems aware of his own coolness.,106194,0.79167,positive,3,4919,1
He is the scariest man seen all summer.,106195,0.73611,positive,3,4720,1
He 's worked too hard on this film.,184361,0.54167,neutral,2,10817,1
He allows members of the cast to make creative contributions to the history and dialogue.,45459,0.75,positive,3,1983,1
"It does not, however, provide enough of the show 's trademark style and flash.",223615,0.27778,negative,1,11040,1
It feels so good they do not have the slightest difficulty in accepting the role.,223616,0.86111,very positive,4,2474,1
Drag it back with one hand.,223619,0.625,positive,3,4779,1
He fails.,145764,0.30556,negative,1,7103,1
He gets his secretary by fax. '',223620,0.48611,neutral,2,9576,1
He has a great cast and a great idea.,223621,0.88889,very positive,4,7182,1
"It has improved the first and taken it a step further, richer and deeper.",106198,0.75,positive,3,5328,1
He does give him justice realize that deep inside you can find a beauty difficult.,65962,0.83333,very positive,4,3059,1
He may have meant the short Internet Private savings Ryan 's.,223624,0.45833,neutral,2,10608,1
"He did, however, appreciate art and reveals a musical scene that transcends culture and race.",223625,0.81944,very positive,4,2951,1
"It seems to want both, but fails to do.",184365,0.22222,negative,1,10967,1
"He thinks the film is a document just as much about it, since the subject is about.",106199,0.38889,negative,1,4785,1
He looks at them as they float in the waters of his personality.,65964,0.625,positive,3,4079,1
Gently comforting and even comic as the film breaks the heart.,106204,0.79167,positive,3,5506,1
The sky is a disturbing dramatization of a couple 's moral ascension.,45471,0.5,neutral,2,2077,1
Heavy rollers with flabby typical machinations Toback.,106209,0.33333,negative,1,6604,1
"Hudlin Helmer tries to make a comedy hip, but its dependence on slapstick defeat the possibility of creating a dark take more edge.",184376,0.26389,negative,1,9701,1
It helps remind the first world that HIV \ / AIDS is far from yesterday 's news.,45479,0.43056,neutral,2,2152,1
"thoughtful screenplay Henry Bean 's offers easy answers, but offers a compelling investigation of the faith against the intellect",65978,0.65278,positive,3,3606,1
"His fans came muttering words like `` horrible '' and `` terrible '', but so had fun dissing the film no matter the cost of the ticket.",223632,0.13889,very negative,0,11854,1
"His performance moves between anguish and rebellion, which continually tries to accommodate fit and win the unconditional love she seeks.",106214,0.70833,positive,3,4851,1
"Here is a case of two actors who do everything humanly possible to create characters that are sweet and believable, and are defeated by a script that forces them to a strange, unlikely behavior.",184386,0.33333,negative,1,9318,1
"That's my advice, Kev.",223634,0.5,neutral,2,5943,1
Here is another cool crime film that really manages to bring something new into the mix.,65979,0.76389,positive,3,4311,1
"In this case, common sense flies out the window, along with the rain of bullets, none of which always seem to hit Sascha.",106216,0.23611,negative,1,5702,1
"Here Polanski looks back at those places he saw in childhood, and catch them artifact freeing them and showing them heartbreakingly monotonous.",106217,0.55556,neutral,2,5608,1
"Here is a VH1 Behind the Music special that has something a little more special behind it: the music was not sold many albums, but helped change a nation.",106218,0.66667,positive,3,5080,1
"Here is a divine monument to the struggle of one man 's to recover their lives, their dignity and their music.",223636,0.81944,very positive,4,1998,1
Here the love scenes all end in someone screaming.,223637,0.375,negative,1,10835,1
"Hey, Happy!",223639,0.65278,positive,3,5551,1
"Hey, Arnold!",145793,0.5,neutral,2,11484,1
"Hi all, I want to see a movie in which a man dressed as a clown party 's children get violent gang rape?",184401,0.16667,very negative,0,9853,1
"The whole truth takes almost no organic intrigue as a government \ / Marina \ / legal mystery, and that's because the film is all this, almost subliminally, like old hat male province intrigue.",223645,0.375,negative,1,10332,1
"The whole truth is a misdemeanor film a routine crime thriller notable only for its lack of logic and misuse of the two fine actors, Morgan Freeman and Ashley Judd.",184411,0.18056,very negative,0,10196,1
"The whole truth knows the mistakes that make bad movies and is determined not to do, and perhaps this is a kind of nobility.",45489,0.58333,neutral,2,1940,1
The whole truth so freely steals from other films and combines sufficient disparate types of films that can not fail to captivate the public.,45490,0.61111,positive,3,1709,1
Drama at the Disney style - a wing and a prayer and a hunky-has been pursuing his castle in the sky.,184417,0.72222,positive,3,9275,1
"highlighted by a bold style and an excellent cast, it is better than you would expect when you look at the list of films in which Ice-T in a leading role.",106232,0.79167,positive,3,5456,1
Very attractive.,223650,0.88889,very positive,4,11649,1
"Highly irritating at first, Mr. Koury passive technique 's finally starting to produce some interesting results.",223652,0.54167,neutral,2,4664,1
Highly recommended as an exciting story about a horrible historical event and the elements that contributed to it.,65987,0.76389,positive,3,2515,1
"Highly recommended viewing for their courage, ideas, technical mastery and a great performance.",65988,0.95833,very positive,4,3483,1
Very uneven and inconsistent ... Margarita Happy Hour resembles a little cheapo margaritas served inside.,184426,0.069444,very negative,0,9690,1
Material highly reveals.,223653,0.83333,very positive,4,11654,1
"hilarious musical comedy, although hampered by thick accents like mud.",184428,0.59722,neutral,2,10921,1
"Hill seems to be going through the motions, from pale command sequence.",106237,0.34722,negative,1,6513,1
Hip-hop thriller absurd prison drug.,106240,0.25,negative,1,6395,1
Hip-hop rarely comes alive as its own entity fire mouth in the image.,184432,0.34722,negative,1,10200,1
"His best film is still his shorter, the hole, which makes many of the points that this film, but it feels less repetitive.",145818,0.55556,neutral,2,7156,1
His scenes are short and often unexpected.,223667,0.55556,neutral,2,4080,1
His work transcends the boy-meets-girl posturing typical love stories.,106244,0.76389,positive,3,4660,1
His work with actors is particularly impressive.,65997,0.80556,very positive,4,2914,1
Hmmm ... I would suggest that wood fractious end it by stuffing himself into an electric pencil sharpener?,223671,0.20833,negative,1,6560,1
Performance Hoffman 's is true to the essence of his being.,45502,0.73611,positive,3,1767,1
"Hoffman wait too long to make his film in an unexpected direction, and even then his tone retains a refined quality, class preparation that feels full of dust and skin.",106257,0.36111,negative,1,6730,1
"It has limited appeal to those who like explosions, sadism and seeing people hit each other to a pulp.",106260,0.52778,neutral,2,5889,1
