,phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
760,"The documentary does little , apart from raising the topic , to further stoke the conversation .",149311,0.40278,neutral,2,7601,3
761,The emotions are raw and will strike a nerve with anyone who 's ever had family trauma .,47009,0.77778,positive,3,1420,3
762,The end result is a film that 's neither .,226238,0.34722,negative,1,7885,3
763,"The entire movie is about a boring , sad man being boring and sad .",149345,0.30556,negative,1,7476,3
764,The experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not .,149358,0.18056,very negative,0,7437,3
765,"The far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past .",47023,0.72222,positive,3,1350,3
766,"The film 's almost unbearable portrait of sadness and grief transcends its specific story to speak to the ways in which need , history and presumption tangle , and sometimes destroy , blood ties .",47032,0.41667,neutral,2,1343,3
767,The film 's essentially over by the meet-cute .,149373,0.58333,neutral,2,7579,3
768,The film 's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency .,226253,0.16667,very negative,0,7501,3
769,"The film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style .",149380,0.125,very negative,0,7381,3
770,The film 's performances are thrilling .,26797,1.0,very positive,4,1267,3
771,The film 's snags and stumblings are more than compensated for by its wryly subversive tone .,26804,0.59722,neutral,2,1294,3
772,The film 's tone and pacing are off almost from the get-go .,149384,0.30556,negative,1,7722,3
773,The film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip .,26808,0.86111,very positive,4,1142,3
774,"The film contains no good jokes , no good scenes , barely a moment when Carvey 's Saturday Night Live-honed mimicry rises above the level of embarrassment .",149391,0.34722,negative,1,7491,3
775,"The film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle .",149402,0.23611,negative,1,7878,3
776,"The film is a contrivance , as artificial as the video games Japanese teens play in a nightclub sequence , but it 's an enjoyable one .",47063,0.59722,neutral,2,1393,3
777,"The film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner .",149416,0.27778,negative,1,7387,3
778,"The film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of Joan 's madness .",26818,0.76389,positive,3,1201,3
779,"The film is powerful , accessible and funny .",47071,0.83333,very positive,4,1480,3
780,"The film is quiet , threatening and unforgettable .",47076,0.83333,very positive,4,1534,3
781,The film makes a fatal mistake : It asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .,149430,0.23611,negative,1,7813,3
782,"The film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the Catholic doctrine",47083,0.79167,positive,3,1415,3
783,The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people .,26827,0.44444,neutral,2,1134,3
784,"The film takes the materials of human tragedy and dresses them in lovely costumes , Southern California locations and star power .",149437,0.5,neutral,2,7438,3
785,The film tries too hard to be funny and tries too hard to be hip .,226283,0.26389,negative,1,7884,3
786,The film will play equally well on both the standard and giant screens .,47091,0.70833,positive,3,1449,3
787,The fly-on-the-wall method used to document rural French school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work .,47099,0.61111,positive,3,1425,3
788,"The format gets used best ... to capture the dizzying heights achieved by motocross and BMX riders , whose balletic hotdogging occasionally ends in bone-crushing screwups .",26833,0.68056,positive,3,1281,3
789,The ga-zillionth airhead movie about a wife in distress who resorts to desperate measures .,149455,0.41667,neutral,2,7425,3
790,The heavy-handed film is almost laughable as a consequence .,149457,0.18056,very negative,0,7880,3
791,"The humor is forced and heavy-handed , and occasionally simply unpleasant .",149459,0.20833,negative,1,7670,3
792,"The humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original .",149461,0.19444,very negative,0,7895,3
793,The idea of 49-year-old Roberto Benigni playing the wooden boy Pinocchio is scary enough .,149467,0.40278,neutral,2,7423,3
794,"The inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power , as if they were tales that had been handed down since the beginning of time .",26842,0.56944,neutral,2,1151,3
795,"The inspirational screenplay by Mike Rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end .",47125,0.70833,positive,3,1655,3
796,"The jabs it employs are short , carefully placed and dead-center .",47127,0.76389,positive,3,1614,3
797,The kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated .,149501,0.5,neutral,2,7489,3
798,"The last 20 minutes are somewhat redeeming , but most of the movie is the same teenage American road-trip drek we 've seen before - only this time you have to read the fart jokes",149515,0.27778,negative,1,7401,3
799,"The longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes .",149529,0.23611,negative,1,7465,3
800,"The lower your expectations , the more you 'll enjoy it .",149538,0.31944,negative,1,7390,3
801,The magic of the film lies not in the mysterious spring but in the richness of its performances .,26854,0.77778,positive,3,1225,3
802,The mesmerizing performances of the leads keep the film grounded and keep the audience riveted .,47150,0.88889,very positive,4,1374,3
803,"The messages of compassion and mercy are clearly , squarely and specifically expounded via computer animated Old Testament tale of Jonah and the Whale .",226329,0.51389,neutral,2,7837,3
804,The most compelling Wiseman epic of recent years .,47162,0.88889,very positive,4,1543,3
805,"The most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take .",149559,0.18056,very negative,0,7807,3
806,The movie 's accumulated force still feels like an ugly knot tightening in your stomach .,149561,0.36111,negative,1,7374,3
807,The movie 's relatively simple plot and uncomplicated morality play well with the affable cast .,47166,0.72222,positive,3,1533,3
808,"The movie , directed by Mick Jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting .",149568,0.34722,negative,1,7740,3
809,The movie does a good job of laying out some of the major issues that we encounter as we journey through life .,47168,0.79167,positive,3,1641,3
810,The movie fails to live up to the sum of its parts .,149574,0.26389,negative,1,7825,3
811,"The movie is Dawn of the Dead crossed with John Carpenter 's Ghosts of Mars , with zombies not as ghoulish as the first and trains not as big as the second .",149591,0.33333,negative,1,7568,3
812,The movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in Hollywood 's hastier productions .,26865,1.0,very positive,4,1206,3
813,"The movie is for fans who ca n't stop loving anime , and the fanatical excess built into it .",47170,0.52778,neutral,2,1471,3
814,"The movie is n't just hilarious : It 's witty and inventive , too , and in hindsight , it is n't even all that dumb .",26870,0.90278,very positive,4,1315,3
815,"The movie occasionally threatens to become didactic , but it 's too grounded in the reality of its characters to go over the edge .",226382,0.44444,neutral,2,1624,3
816,The movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure .,47185,0.88889,very positive,4,1620,3
817,The moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth .,149633,0.097222,very negative,0,7443,3
818,The next generation of mob movie .,47188,0.55556,neutral,2,1644,3
819,The notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,149650,0.11111,very negative,0,7644,3
820,"The old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco Bollywood that , by the end of Monsoon Wedding , sent my spirit soaring out of the theater .",26877,0.97222,very positive,4,1297,3
821,The only excitement comes when the credits finally roll and you get to leave the theater .,149658,0.069444,very negative,0,7799,3
822,The overall effect is less like a children 's movie than a recruitment film for future Hollywood sellouts .,149685,0.29167,negative,1,7791,3
823,The performances take the movie to a higher level .,26884,0.875,very positive,4,1239,3
824,The piece plays as well as it does thanks in large measure to Anspaugh 's three lead actresses .,47211,0.79167,positive,3,1654,3
825,The piquant story needs more dramatic meat on its bones .,149727,0.31944,negative,1,7366,3
826,The plot convolutions ultimately add up to nothing more than jerking the audience 's chain .,149732,0.16667,very negative,0,7477,3
827,The primitive force of this film seems to bubble up from the vast collective memory of the combatants .,47219,0.72222,positive,3,1484,3
828,The problem with this film is that it lacks focus .,226452,0.29167,negative,1,7703,3
829,The quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy .,47229,0.77778,positive,3,1602,3
830,"The reality of the new live-action Pinocchio he directed , cowrote and starred in borders on the grotesque .",226458,0.20833,negative,1,7424,3
831,"The result is a gaudy bag of stale candy , something from a Halloween that died .",149795,0.31944,negative,1,7834,3
832,"The script kicks in , and Mr. Hartley 's distended pace and foot-dragging rhythms follow .",226477,0.38889,negative,1,7336,3
833,The second coming of Harry Potter is a film far superior to its predecessor .,226478,0.84722,very positive,4,1228,3
834,"The sort of film that makes me miss Hitchcock , but also feel optimistic that there 's hope for popular cinema yet .",47258,0.69444,positive,3,1586,3
835,"The special effects and many scenes of weightlessness look as good or better than in the original , while the Oscar-winning sound and James Horner 's rousing score make good use of the hefty audio system .",47262,0.77778,positive,3,1558,3
836,The story and structure are well-honed .,47265,0.72222,positive,3,1402,3
837,The story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships .,149856,0.27778,negative,1,7822,3
838,"The stripped-down approach does give the film a certain timeless quality , but the measured pace and lack of dramatic inflection can also seem tedious .",149895,0.48611,neutral,2,7559,3
839,The structure the film takes may find Matt Damon and Ben Affleck once again looking for residuals as this officially completes a Good Will Hunting trilogy that was never planned .,149897,0.625,positive,3,7761,3
840,The subtle strength of `` Elling '' is that it never loses touch with the reality of the grim situation .,226508,0.65278,positive,3,1279,3
841,The talented and clever Robert Rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second .,149913,0.29167,negative,1,7723,3
842,"The techno tux is good for a few laughs , as are Chan and Hewitt , but when such a good design turns out to be a cheap knockoff , we ca n't recommend anything but a rental for The Tuxedo .",149919,0.41667,neutral,2,7360,3
843,The terrific and bewilderingly underrated Campbell Scott gives a star performance that is nothing short of mesmerizing .,47268,0.90278,very positive,4,1570,3
844,"The title not only describes its main characters , but the lazy people behind the camera as well .",149944,0.23611,negative,1,7903,3
845,"The twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows .",149957,0.43056,neutral,2,7464,3
846,"The very definition of the ` small ' movie , but it is a good stepping stone for director Sprecher .",26921,0.61111,positive,3,1217,3
847,"The vintage is pure ' 87 , with a halfhearted twist on its cautionary message : Fatal Attraction = do n't have an affair with a nutjob ; Unfaithful = do n't if you 're married to one .",226538,0.40278,neutral,2,7654,3
848,"The vitality of the actors keeps the intensity of the film high , even as the strafings blend together .",47283,0.75,positive,3,1503,3
849,"The vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination .",47289,0.61111,positive,3,1466,3
850,"The volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-Hollywood that it seems positively French in its rhythms and resonance .",47292,0.73611,positive,3,1472,3
851,"The weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough .",47295,0.75,positive,3,1386,3
852,"The whole is quite entertaining , but despite its virtues , there is an unsettled feeling to the film .",47301,0.47222,neutral,2,1592,3
853,"The words , ` Frankly , my dear , I do n't give a damn , ' have never been more appropriate .",149992,0.16667,very negative,0,7546,3
854,"Thekids will probably stay amused at the kaleidoscope of big , colorful characters .",150018,0.69444,positive,3,7348,3
855,"There 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate .",26938,0.75,positive,3,1139,3
856,"There 's a solid woman - finding-herself story somewhere in here , but you 'd have to dig pretty deep to uncover it .",150035,0.41667,neutral,2,7693,3
857,There 's a wickedly subversive bent to the best parts of Birthday Girl .,47305,0.61111,positive,3,1615,3
858,There 's enough melodrama in this Magnolia Primavera to make PTA proud yet director Muccino 's characters are less worthy of Puccini than they are of daytime television .,150041,0.23611,negative,1,7893,3
859,There 's no emotional pulse to Solaris .,226568,0.26389,negative,1,7800,3
860,There 's not enough here to justify the almost two hours .,150059,0.22222,negative,1,7845,3
861,"There 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .",47314,0.70833,positive,3,1497,3
862,"There 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like Steven Spielberg to follow A.I. with this challenging report so liable to unnerve the majority .",226571,0.76389,positive,3,1345,3
863,"There 's something with potential here , but the movie decides , like Lavinia , to go the conservative route .",150074,0.45833,neutral,2,7557,3
864,"There 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",150085,0.20833,negative,1,7624,3
865,There are plot holes big enough for Shamu the killer whale to swim through .,150090,0.16667,very negative,0,7733,3
866,"There are simply too many ideas floating around -- part farce , part Sliding Doors , part pop video -- and yet failing to exploit them .",150094,0.20833,negative,1,7418,3
867,There are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .,47317,0.81944,very positive,4,1553,3
868,There can be no other explanation .,226590,0.44444,neutral,2,7605,3
869,There has always been something likable about the Marquis de Sade .,26952,0.75,positive,3,1323,3
870,"There is a fabric of complex ideas here , and feelings that profoundly deepen them .",47323,0.68056,positive,3,1418,3
871,"There is n't nearly enough fun here , despite the presence of some appealing ingredients .",150107,0.30556,negative,1,7766,3
872,There is no pleasure in watching a child suffer .,226599,0.11111,very negative,0,7372,3
873,"There is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine .",47329,0.69444,positive,3,1667,3
874,"There is very little dread or apprehension , and though I like the creepy ideas , they are not executed with anything more than perfunctory skill .",150126,0.30556,negative,1,7782,3
875,"There ought to be a directing license , so that Ed Burns can have his revoked .",150127,0.16667,very negative,0,7760,3
876,"There seems to be no clear path as to where the story 's going , or how long it 's going to take to get there .",150128,0.22222,negative,1,7637,3
877,They should have called it Gutterball .,150140,0.26389,negative,1,7347,3
878,They takes a long time to get to its gasp-inducing ending .,150141,0.40278,neutral,2,7508,3
879,This Nickleby thing might have more homosexual undertones than an Eddie Murphy film .,26964,0.38889,negative,1,1312,3
880,This directorial debut from music video show-off Higuchinsky is all flash .,150164,0.56944,neutral,2,7461,3
881,This disturbing bio-pic is hard to forget .,47352,0.58333,neutral,2,1382,3
882,"This film seems thirsty for reflection , itself taking on adolescent qualities .",47358,0.33333,negative,1,1603,3
883,This flick is about as cool and crowd-pleasing as a documentary can get .,47360,0.81944,very positive,4,1365,3
884,"This illuminating documentary transcends our preconceived vision of the Holy Land and its inhabitants , revealing the human complexities beneath .",47362,0.76389,positive,3,1535,3
885,"This is a good script , good dialogue , funny even for adults .",226646,0.83333,very positive,4,1447,3
886,"This is a shameless sham , calculated to cash in on the popularity of its stars .",150222,0.125,very negative,0,7716,3
887,"This is a story of two misfits who do n't stand a chance alone , but together they are magnificent .",226653,0.77778,positive,3,1305,3
888,This is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed James Bond into the mindless XXX mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .,150224,0.27778,negative,1,7877,3
889,"This is a winning ensemble comedy that shows Canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",47367,0.88889,very positive,4,1511,3
890,"This is as respectful a film as Byatt fans could hope for , though lovers of the book may wonder why it 's necessary .",26989,0.55556,neutral,2,1182,3
891,This is her Blue Lagoon .,150232,0.41667,neutral,2,7675,3
892,"This is human comedy at its most amusing , interesting and confirming .",47368,0.77778,positive,3,1660,3
893,This is it .,47369,0.45833,neutral,2,1340,3
894,This is n't even Madonna 's Swept Away .,150234,0.36111,negative,1,7674,3
895,"This is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .",150244,0.18056,very negative,0,7454,3
896,This is nothing but familiar territory .,150245,0.44444,neutral,2,7496,3
897,This is so bad .,150247,0.055556,very negative,0,7873,3
898,"This is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing .",150256,0.27778,negative,1,7681,3
899,"This is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other .",47374,0.81944,very positive,4,1665,3
900,This movie is a snow emergency .,226684,0.5,neutral,2,1572,3
901,This movie is maddening .,150276,0.25,negative,1,7384,3
902,"This movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work .",150279,0.18056,very negative,0,7410,3
903,This movie seems to have been written using Mad-libs .,226686,0.29167,negative,1,7604,3
904,"This one is definitely one to skip , even for horror movie fanatics .",150289,0.11111,very negative,0,7413,3
905,"This piece of Channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast .",150303,0.0,very negative,0,7662,3
906,"This rather superficial arthouse middle-brow film knows how to please a crowd , and that 's about all it does well .",150305,0.51389,neutral,2,7718,3
907,"This re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against .",150307,0.125,very negative,0,7566,3
908,This remake gets all there is to get out of a peculiar premise with promise : Al Pacino loathing Robin Williams .,47389,0.55556,neutral,2,1643,3
909,This riveting World War II moral suspense story deals with the shadow side of American culture : racial prejudice in its ugly and diverse forms .,27003,0.36111,negative,1,1327,3
910,This surreal Gilliam-esque film is also a troubling interpretation of Ecclesiastes .,226706,0.61111,positive,3,1191,3
911,"This tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , Nicholas Meyer 's Star Trek VI : The Undiscovered Country .",47398,0.79167,positive,3,1390,3
912,"This time Mr. Burns is trying something in the Martin Scorsese street-realist mode , but his self-regarding sentimentality trips him up again .",226711,0.36111,negative,1,7774,3
913,"Though Catch Me If You Can is n't badly made , the fun slowly leaks out of the movie .",150340,0.41667,neutral,2,7431,3
914,"Though Moonlight Mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama .",150348,0.26389,negative,1,7398,3
915,"Though Perry and Hurley make inspiring efforts to breathe life into the disjointed , haphazard script by Jay Scherick and David Ronn , neither the actors nor director Reginald Hudlin can make it more than fitfully entertaining .",150350,0.375,negative,1,7818,3
916,"Though it 's become almost redundant to say so , major kudos go to Leigh for actually casting people who look working-class .",27025,0.70833,positive,3,1284,3
917,"Though only 60 minutes long , the film is packed with information and impressions .",47425,0.75,positive,3,1493,3
918,To call The Other Side of Heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be .,226759,0.23611,negative,1,7527,3
919,"To my taste , the film 's comic characters come perilously close to being Amoses and Andys for a new generation .",150392,0.52778,neutral,2,7535,3
920,To say this was done better in Wilder 's Some Like It Hot is like saying the sun rises in the east .,150398,0.26389,negative,1,7795,3
921,Too much of it feels unfocused and underdeveloped .,150457,0.19444,very negative,0,7446,3
922,Too much of the humor falls flat .,150459,0.26389,negative,1,7363,3
923,"Too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .",150462,0.11111,very negative,0,7520,3
924,"Too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... The Isle defies an easy categorization .",150467,0.20833,negative,1,7570,3
925,"Too slow , too long and too little happens .",150477,0.23611,negative,1,7500,3
926,Trademark American triteness and simplicity are tossed out the window with the intelligent French drama that deftly explores the difficult relationship between a father and son .,47462,0.66667,positive,3,1537,3
927,Travels a fascinating arc from hope and euphoria to reality and disillusionment .,47470,0.69444,positive,3,1344,3
928,Tries to add some spice to its quirky sentiments but the taste is all too familiar .,150502,0.29167,negative,1,7562,3
929,"Trite , banal , cliched , mostly inoffensive .",150507,0.13889,very negative,0,7856,3
930,True tale of courage -- and complicity -- at Auschwitz is a harrowing drama that tries to tell of the unspeakable .,47475,0.68056,positive,3,1452,3
931,"Try as I may , I ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` Thank you ! '",226829,0.13889,very negative,0,7427,3
932,Turns potentially forgettable formula into something strangely diverting .,27089,0.75,positive,3,1236,3
933,Two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated .,47495,0.93056,very positive,4,1376,3
934,"Ultimately feels empty and unsatisfying , like swallowing a Communion wafer without the wine .",27101,0.11111,very negative,0,1175,3
935,"Uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions .",150557,0.34722,negative,1,7475,3
936,Under 15 ?,150559,0.5,neutral,2,7447,3
937,Unflinchingly bleak and desperate,47510,0.34722,negative,1,1462,3
938,"Unfortunately , it 's not silly fun unless you enjoy really bad movies .",226870,0.125,very negative,0,7463,3
939,"Unlike the speedy wham-bam effect of most Hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of Italian for Beginners .",27112,0.81944,very positive,4,1127,3
940,Uses high comedy to evoke surprising poignance .,47517,0.86111,very positive,4,1438,3
941,"Uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity .",27115,0.80556,very positive,4,1121,3
942,"Utterly lacking in charm , wit and invention , Roberto Benigni 's Pinocchio is an astonishingly bad film .",150598,0.20833,negative,1,7504,3
943,Van Wilder brings a whole new meaning to the phrase ` comedy gag . ',150615,0.5,neutral,2,7881,3
944,"Van Wilder does n't bring anything new to the proverbial table , but it does possess a coherence absent in recent crass-a-thons like Tomcats , Freddy Got Fingered , and Slackers .",150622,0.56944,neutral,2,7365,3
945,"Velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the American filmmaking scene .",150625,0.22222,negative,1,7395,3
946,Vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,150632,0.38889,negative,1,7607,3
947,Verbinski implements every hack-artist trick to give us the ooky-spookies .,150634,0.27778,negative,1,7848,3
948,Very bad .,226909,0.055556,very negative,0,7829,3
949,Very psychoanalytical -- provocatively so -- and also refreshingly literary .,47532,0.77778,positive,3,1556,3
950,"Very special effects , brilliantly bold colors and heightened reality ca n't hide the giant Achilles ' heel in `` Stuart Little 2 `` : There 's just no story , folks .",226910,0.20833,negative,1,7367,3
951,Viewers of `` The Ring '' are more likely to remember the haunting images than the plot holes .,226912,0.44444,neutral,2,1607,3
952,"Visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality .",27135,0.90278,very positive,4,1125,3
953,"Visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide Treasure Planet entirely and completely reimagine it .",150668,0.33333,negative,1,7635,3
954,"Walter Hill 's pulpy , stylized boxing melodrama Undisputed nearly overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity .",150693,0.54167,neutral,2,7584,3
955,"Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women , water , nature , and sexuality .",27150,0.83333,very positive,4,1301,3
956,We have n't seen such hilarity since Say It Is n't So !,150744,0.84722,very positive,4,7420,3
957,"We know the plot 's a little crazy , but it held my interest from start to finish .",27165,0.75,positive,3,1163,3
958,We learn a lot about dying coral and see a lot of life on the reef .,47571,0.56944,neutral,2,1505,3
959,"Weaves a spell over you , with its disturbingly close-up look at damaged psyches and its subtle undercurrents of danger .",150755,0.56944,neutral,2,7690,3
960,"Well-nigh unendurable ... though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull .",150772,0.19444,very negative,0,7458,3
961,"Whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting .",150795,0.18056,very negative,0,7474,3
962,What 's next : `` My Mother the Car ? '',227032,0.47222,neutral,2,7547,3
963,"What 's surprising about Full Frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you .",27187,0.65278,positive,3,1135,3
964,What Time Is It There ?,27193,0.5,neutral,2,1455,3
965,What better message than ` love thyself ' could young women of any size receive ?,27196,0.70833,positive,3,1227,3
966,What distinguishes Time of Favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,47598,0.72222,positive,3,1621,3
967,"What is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting .",150830,0.11111,very negative,0,7736,3
968,What the director ca n't do is make either of Val Kilmer 's two personas interesting or worth caring about .,227064,0.30556,negative,1,7536,3
969,"What the film lacks in general focus it makes up for in compassion , as Corcuera manages to find the seeds of hope in the form of collective action .",47603,0.72222,positive,3,1600,3
970,What was once original has been co-opted so frequently that it now seems pedestrian .,150844,0.33333,negative,1,7551,3
971,"When the film ended , I felt tired and drained and wanted to lie on my own deathbed for a while .",150883,0.15278,very negative,0,7379,3
972,"Whenever its story is n't bogged down by idiocy involving the CIA and a lost U.S. satellite , Hunter -- starring Irwin and his American wife\/colleague , Terri -- is a movie children should enjoy .",227101,0.55556,neutral,2,7859,3
973,"Whereas last year 's exemplary Sexy Beast seemed to revitalize the British gangster movie , this equally brutal outing merely sustains it .",150902,0.43056,neutral,2,7762,3
974,"Whether writer-director Anne Fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .",47608,0.79167,positive,3,1599,3
975,"Whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie .",27218,0.79167,positive,3,1136,3
976,Which is n't to say that it 's the equal of some of its predecessors .,227119,0.41667,neutral,2,1650,3
977,"While Undisputed is n't exactly a high , it is a gripping , tidy little movie that takes Mr. Hill higher than he 's been in a while .",227124,0.68056,positive,3,1542,3
978,"While it 's nice to watch a movie that has n't been focus-grouped into tedium , Yu 's cinematic alchemy produces nearly as much lead as gold .",150916,0.58333,neutral,2,7429,3
979,"While it regards 1967 as the key turning point of the 20th century , and returns again and again to images of dissidents in the streets , it 's alarmingly current .",47620,0.43056,neutral,2,1527,3
980,"While its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .",47622,0.70833,positive,3,1593,3
981,"While locals will get a kick out of spotting Cleveland sites , the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning Coen brothers envious .",47624,0.75,positive,3,1520,3
982,While much of the cast has charm -- especially Allodi and Nolden -- the performers are sunk by the film 's primitive approach to the mechanics of comedy .,150920,0.47222,neutral,2,7460,3
983,"While the Resident Evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these .",150924,0.29167,negative,1,7533,3
984,"While the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor .",27227,0.90278,very positive,4,1169,3
985,"While the script starts promisingly , it loses steam towards the middle and never really develops beyond attacking obvious target .",150934,0.44444,neutral,2,7672,3
986,"While the stoically delivered hokum of Hart 's War is never fun , it 's still a worthy addition to the growing canon of post-Saving Private Ryan tributes to the greatest generation .",27229,0.59722,neutral,2,1162,3
987,"While there 's something intrinsically funny about Sir Anthony Hopkins saying ` Get in the car , bitch , ' this Jerry Bruckheimer production has little else to offer",150935,0.61111,positive,3,7775,3
988,Who needs love like this ?,150941,0.52778,neutral,2,7852,3
989,Why make a documentary about these marginal historical figures ?,227159,0.16667,very negative,0,7388,3
990,Will amuse and provoke adventurous adults in specialty venues .,27235,0.86111,very positive,4,1290,3
991,"Wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by Silly Putty and Kmart blue-light-special effects all conspire to test Trekkie loyalty .",227171,0.125,very negative,0,7590,3
992,"With Rabbit-Proof Fence , Noyce has tailored an epic tale into a lean , economical movie .",47652,0.72222,positive,3,1560,3
993,"With an emotional sterility to match its outer space setting , Soderbergh 's spectacular swing for the fence yields only a spectacular whiff .",227190,0.44444,neutral,2,7801,3
994,"With its dogged Hollywood naturalism and the inexorable passage of its characters toward sainthood , Windtalkers is nothing but a sticky-sweet soap .",151008,0.375,negative,1,7711,3
995,"With the exception of some fleetingly amusing improvisations by Cedric the Entertainer as Perry 's boss , there is n't a redeeming moment here .",151019,0.19444,very negative,0,7616,3
996,"With tightly organized efficiency , numerous flashbacks and a constant edge of tension , Miller 's film is one of 2002 's involvingly adult surprises .",47666,0.79167,positive,3,1442,3
997,"With virtually no interesting elements for an audience to focus on , Chelsea Walls is a triple-espresso endurance challenge .",151023,0.26389,negative,1,7808,3
