,phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
23637,Ibaa animation toimprove he elf-imge of doling idiots,104409,0.34722,negative,1,6459,1
23638,Aniston has inal broken decisiel with hi frindsime inn idependent film of satiric re and emoonal disorders.,63994,0.70833,positive,3,4248,1
23639,Anthr bes seletn Y.,104413,0.88889,very positive,4,5603,1
23640,nother movie ude joe--ea-I  a-la-at-paty school of screenwitng.,182486,0.097222,very negative,0,11120,1
23641,Another ntertining romp Robert Rorguez.,63998,0.70833,positive,3,3450,1
23642,"Ather in a ln lt f wr mvi ulta-iolen, this is notexactlwhat might hae en k a moie, but th ory ad he subject up fori.",104420,0.59722,neutral,2,5386,1
23643,Anothrlvstr in 20 srmakabpression canning mages hat havrenvigorated te roce genre,64001,0.77778,positive,3,2882,1
23644,Anothr rmpet at can not bea new Mexican cinema-brin'.',222394,0.72222,positive,3,3757,1
23645,nothr wste rcyling of  brutal md - '7sfilm f mricn sports,104425,0.25,negative,1,5720,1
23646,"nther week, anther gross-out cmey cllee -f.",222396,0.11111,very negative,0,7942,1
23647,"Anoter ddition to entirel unnecsry cultation, mlderin ple thus trck extreme images.",182489,0.055556,very negative,0,9541,1
23648,"Atwoe Fshr crtainy dos he tickof making you ae about th potgonist and clerte thei vitories, u, wit feexceptions,rrel incline to ceap manipulation ocheescoentons to d s.",44556,0.69444,positive,3,1932,1
23649,"Any heho is etr han no Chekhov, but it uld bea shame if ita his intrito oe ofthe great wors ofh as 10yes",182501,0.41667,neutral,2,9700,1
23650,Anyattempt to nuacprose by te cast capabeSAP i drownd ou by hammr director Jon Pur's.,182505,0.23611,negative,1,10625,1
23651,Any ejyment il behine ofa peroalthrehod ofseng sad but endearn haracers do uonvntionl hings,182507,0.63889,positive,3,10356,1
23652,"Any mviethat hasnoteve las poliical isones mentonin,rty an boatloadopeope tryin to scape te contr is less tanaoumnay adpopaganda trogh a valentn eled wia kiss.",182509,0.23611,negative,1,11494,1
23653,"All intlectul argumen big made boutthe ature f Godarefrae in such a clumsy dama,thre is a reldager f les sophsticaed auience is confused wih aprovl f the ame thngs tht abhorsBan.",182513,0.47222,neutral,2,11451,1
23654,Any filmtha oes th hd ork seems heroi wot  ok.,104437,0.69444,positive,3,4804,1
23655,"ny sue of eighth rae retivreasonably cul hewitn a moe credible script, bt withthe me numbr of contuiy errors.",182515,0.16667,very negative,0,9525,1
23656,Anypil ofrckswilldo for a et.,222404,0.33333,negative,1,8518,1
23657,"Anon whenjos qurk,fun,pocorn mviewith atouch of sillness and alttle oodsh.",104441,0.69444,positive,3,4995,1
23658,Aon lse snthisbefore?,222407,0.41667,neutral,2,5011,1
23659,"An other peron ho, for whatver reon, be thnkingf goig t se this vie h fair warnng s given.",222409,0.27778,negative,1,6146,1
23660,"Not everyone i highteh spltterfets advised to tak notice, litrlly ad log nto somthng eaiet ue.",182517,0.26389,negative,1,9424,1
23661,nyone who is increasilyuerednder a music istuctorMarinet has no oub fanaized a whatanunhappy ersonl life eprsedad twsed his trmeor deserved.,222410,0.51389,neutral,2,2728,1
23662,Ayone who as fntaizedbouspace tavel but an ot aord he$ 2 illion tori a Rssian rocket shoul tkeis oferIMAX.,64011,0.69444,positive,3,3400,1
23663,noe wo gets chillsf movies witgiant plot holewill find plenty of shakeandshier about in `Th Ring ',182519,0.44444,neutral,2,9449,1
23664,"Anon sfering through th fim desrv, atleast, a ig bo of et cnoation",182521,0.083333,very negative,0,10467,1
23665,Ayonwho wants o star wrting sriptscansimply fllow the sae mode frhundres ofothr fls sllitto th ighes bidder an get ay without ayoe realy knowing heirideity.,182523,0.38889,negative,1,10117,1
23666,"e recevea das oart fued with h huormus ae leasure  his rom md, ladamovi.",64014,0.91667,very positive,4,3187,1
23667,"Apt om all, his is one of te best-held idas tha 've een on th scre",182525,0.86111,very positive,4,11574,1
23668,"In theopinion,the romantic comedy with a newpoin of vi imynot on the current program of Hollywood.",182526,0.18056,very negative,0,10283,1
23669,"In the ppartly desiged as a drem about moy and eret, but the onloe o'll regret isto rmember theexperiee oiting trougit",104443,0.26389,negative,1,6344,1
23670,In the apprly essemledon h flor ofte oothe soap ay givn da,143860,0.23611,negative,1,6847,1
23671,"n te piio, thewritr nd directorAtl thought hey oly ed thown hm ad hs movie star ife sitig inti wer to justif a ovie",182530,0.43056,neutral,2,9707,1
23672,"Appropriatey ynica socialommenta asie,#9 neer on.",182539,0.38889,negative,1,10675,1
23673,"Aply named, this right, ellresed anroduction fildnot wr for m",182544,0.44444,neutral,2,11315,1
23674,rart fes like book por,182547,0.26389,negative,1,9765,1
23675,Monsters are brn  mad?,182551,0.5,neutral,2,9553,1
23676,"re thse drems, visions, or s saying whatrealy happened asif it wee the third en ofe runway?",182553,0.36111,negative,1,9431,1
23677,"Arge, just 26, bins a yutfl aggressive outt-word cangeto the poject, as ifsh cut 'soen avn and remimmvie bed.",64043,0.72222,positive,3,4128,1
23678,ossibly the best script hat Besn ha writn in yers,64045,0.93056,very positive,4,2329,1
23679,"Aiss Howad' mbious,movig,and adventu directorial ebut Big Bd Love, meet manyf the challenge presented himself one can forgivehe ilm its aws",104454,0.86111,very positive,4,5664,1
23680,"Amed wih  a suppor ly rm he erfec toneForteralays hlariousMea andLvy,as Mikeshoo nd scores, king its namesak pod.",64051,0.80556,very positive,4,2564,1
23681,Arnie blowsthins,222417,0.44444,neutral,2,7293,1
23682,"rthouse tth core Read M Lips i acrime str,a enrf curing tha revives the spirit no freeheeling f th old Frnc cnma.",104457,0.72222,positive,3,5057,1
23683,Areta maages one o te est rldisribution of teyear,44568,0.83333,very positive,4,1835,1
23684,Artea paints a pctur of if ved in sate of ietdesperatio.,64057,0.70833,positive,3,2385,1
23685,Arty gyfil.,222420,0.47222,neutral,2,11809,1
23686,"Execuion ae Alle 'close, the documntary gives  especiallypaifl portai o his friendship wt no legresearher David Presso mark.",104459,0.55556,neutral,2,5526,1
23687,"Anonia i asimilated in this communiy trendy, the film ettles and becomes compuivly reealsa guilty-pleaure ind o ashin dytie rma.",64063,0.68056,positive,3,3406,1
23688,"As DvidLttermanan he nion have shownthe wosttrgedesca be fetil sources of humr, bt Lawrence as onlya feetingknowlede  hw to evelop tem.",182575,0.16667,very negative,0,10586,1
23689,"s Hannba would say, yes, 'Is lik ving a old frend ordinne'.",64065,0.61111,positive,3,4393,1
23690,As Iettle in my memoriesof the econdWorld WarI fu myself srangey moedby the artiices even more ony nd tite.,64067,0.76389,positive,3,2522,1
23691,"sJae Eile Walh, n attctive actress with opn eys hoseteet ae a little o big foris oth,infuses  il wih muc ofits slendr, shinigcharm.",64069,0.66667,positive,3,3954,1
23692,"A Schmidt, Nicholnals ith aslow, libeeac, coose your wrdscarefullyandominates hir nturalexubeanc.",222428,0.55556,neutral,2,4667,1
23693,AsWrren stumesin seach of al th eotons an life exeiece heh negleced in recent years.,222430,0.48611,neutral,2,3448,1
23694,"As adirector, Eawood soff hisam-no real sese ofsuspe, anneof he surprses ofthe lot'' are trul amzig.",182579,0.19444,very negative,0,9358,1
23695,"As  decr, Paxto is urringly brih, def sewingwha coulhave been a cfusin and terifying ision in an inteneand aborbig had an bc.",64074,0.88889,very positive,4,3348,1
23696,"  feur film, ich cariesout its wecoe as ringly as heainchaacter.",182581,0.26389,negative,1,10740,1
23697,"s fim irecor, LaBue continus to improv.",182583,0.77778,positive,3,11553,1
23698,s  girl-mees-gil roantic omedy Kssing Jssc teins uiy charing and oftehlrious,222432,0.875,very positive,4,3811,1
23699,"s a good old fashiond advetreforids,pirit: tlon oftheCimarronis winner.",64078,0.76389,positive,3,3961,1
23700,As a hybriof tee thriler and muder mysery murder it he proile nub oo closely.,182585,0.44444,neutral,2,9960,1
23701,"As a ki of olorul B progrm, ramtzd,Frid does he job.",143887,0.63889,positive,3,7134,1
23702,"sa move, t vr seems resh andvta",222433,0.44444,neutral,2,6418,1
23703," a w verion, which isa ple mitatin.",222434,0.16667,very negative,0,5706,1
23704,"Lie a science icti fim, Minorityeport '`` amazed.",222436,0.90278,very positive,4,4613,1
23705,"As a tory ofdramatclightig, ou want te script ofBlly a an Trry eorge ves soehing.",222439,0.26389,negative,1,6324,1
23706,"As a thoghtfulexamination of aseamless atrnate ifstye, se with strangers is a uccss",104469,0.66667,positive,3,5567,1
23707,"As aehicle to savor abilityBinche ',the filmis wel oth it",222441,0.81944,very positive,4,2296,1
23708,"saction and adventue, thi rbutto spce-basd Treaue Islandy Robert Louistevenson 's fre in all plsmacondis.",104471,0.77778,positive,3,5380,1
23709,Asaimles as an ld truk llyskiding ou o control on a pieco lac ic thughout the flm twohur feel ike four.,182587,0.11111,very negative,0,9123,1
23710,"A an actr s showase, art' s Wahas much to ecomen it evenif the tobilld illis i ot the motimrssieplr.",222444,0.63889,positive,3,6323,1
23711,"As nacress, Madonn i a helluv nger",222445,0.875,very positive,4,6227,1
23712,"As a ntertinment destination or he genera blc, Kung ow sets anew bencharkfrlmenes.",104477,0.25,negative,1,6051,1
23713,"As an introuction to th man 'sthories and nfluee, errida is als eless; as  rtritof te artis as anold man wthot crius en, oeer, 'it s veryvalul.",44575,0.70833,positive,3,2009,1
23714,"As the maio incrasingly greate emphtotheomputer nd ool, tis isa ilm thatake position in faorof tadiionand warmth.",64080,0.70833,positive,3,2620,1
23715,"s any fan-eatreeaureknos whn toxic chemias iterets a roupof etic caures, a lo ofruningis obaed, sreaig and deth.",222447,0.44444,neutral,2,2179,1
23716,"A diske sinc I'm usually feel good,follo-you-dram ftasies ofHollywood, t came me.",104479,0.80556,very positive,4,4625,1
23717,"Asbanl asthe sto cn be - ad soetimes,all my loved eso thalirig with kitsch - stries atnon commad",64082,0.65278,positive,3,3213,1
23718,"Wies an cartons as the scripti thresan accura observatio nthe ok o th directr, r Novak whi eeps the filmbased on anundenil ocial reaim",44579,0.79167,positive,3,1729,1
23719,"Asasciatng as ool andmoer udo PhilippMor Ht 's, Snide and Prejudce.",64084,0.79167,positive,3,3014,1
23720,"As omi bulbs go,C.H.O. otorou its al th wordmars should.",222450,0.72222,positive,3,1813,1
23721,"s commane hief ofthi film,Bigow dmonstates  breadth of viin ad attentin toeaitat ter divesher lvels omanaemntof the orld.",64086,0.84722,very positive,4,3411,1
23722,As rme gowrite and dirto Michae Kaleiks ie klling your negor 'dog is lih butunbearable.,104481,0.52778,neutral,2,6652,1
23723,"A drectedby Dani oyae f Burina so, Sia lks vual app.",222453,0.41667,neutral,2,4577,1
23724,"As sily ad heesy as tma be, te crtons are almst Sakepare - both in dpt nd breadh - fterseeing thisheavy dgitaleffects aledfamily comedy.",182589,0.66667,positive,3,9844,1
23725,"s ch ees hs plce in th old, Miller digs into their own inds tofind n efective humanitywithout bliking.",222454,0.63889,positive,3,4846,1
23726,"As eiousasan avetismentfor communit collges, AmericanChi is enougto mke guiar divoreell the aplifier,and applie to meda chol.",182591,0.36111,negative,1,11352,1
23727,"s a formr marn Water, who ay o a nt ave sKennedy, aor aymon J. Barrysprfectly chillng and believal.",222455,0.77778,positive,3,5270,1
23728,"s xciting a l hi may soudeti to thetpicalviewer Pax, the restof us ae llled int a ma.",104488,0.18056,very negative,0,5709,1
23729,"sor hren, hey wilt enoy th ovi at ll.",222456,0.23611,negative,1,11064,1
23730,s toay giddy an capricious and impotnt ay asit was 270 year ago,44583,0.90278,very positive,4,1788,1
23731,"Asblody as thecenesof orture an elf-mutilatio c be, th fa brillat cinemtography that adjusting theethel beautyof a lnsape inting leds Asia.",44585,0.83333,very positive,4,2231,1
23732,s happil sglb aniou caractes.,104492,0.54167,neutral,2,6367,1
23733,"Asourircleoffrends gets aller each time o o th charactersin Lon Time Dead I say 'I' m telling you, this isf \ * \ *  * ed '.",222458,0.55556,neutral,2,11199,1
23734,"A ahoe ovie ou ofcotrol s gne, which is quieice, buts sexuamanifesto I 'aherisn to ol recds Tori Amos.",64092,0.44444,neutral,2,3109,1
23735,"ie Dop Dead Gorgeous was ntenou, this also pileup cking the sow s set inthe smal towncompetition",104495,0.38889,negative,1,6361,1
23736,"As itringo grab a piece of oug,ad a Lman triesto queeze its hstory, dailsespe throu isings.",64094,0.26389,negative,1,2879,1
23737,"As imaculate as Suart Littl2 is, it cul be much eter if it wre, el, more adenturous.",143904,0.66667,positive,3,7100,1
23738,"As nikely as s prmse may see,Abbass is nderrated, shinin errmnc givs us hesense that at ome aic level Lia deely at to break free fromhis old le.",64096,0.80556,very positive,4,3399,1
23739,Asinpt as new ersio o hebi scren h Aegers and The  Wild Wet,143907,0.31944,negative,1,6930,1
23740,"As s often the caewithambios filmakersagr or the ist ime, r Murray, a roifc muc vde drector, shove his dbut with oe grod anyou nold omfortabl",222460,0.34722,negative,1,5986,1
23741,"As is, its toolong nd unfoused.",222461,0.18056,very negative,0,2048,1
23742,"As it stads,rocdile huntr has the lookatpoorly cobbed19 Godzilla, whic combis scees from a Japanese montermvie o in ca f Rymond Burrtocommnting on e ose'at dstuction.",182594,0.30556,negative,1,11536,1
23743,"At resent, here i smegood on-screen ex, a se rge tse,but no muh more.",182595,0.40278,neutral,2,9282,1
23744,In its curen fom it isa fim pera fas.,182596,0.54167,neutral,2,9271,1
23745,s esul o can go home agn.,104499,0.63889,positive,3,5118,1
23746,"As liteary desecratin g, this maesfor entertainngcildrn smeties vey nce erfecty accetabl.",222462,0.75,positive,3,2072,1
23747,So livlieaenfeld cont is xpresinless.,64098,0.34722,negative,1,3490,1
23748,"s uc as lah roughot the m, I can not mnt aconvincindefnse ofth il as enttainment or a o ct, eventough he f lees you marvelina thse gusuerhuman bility towitstandain.",182598,0.625,positive,3,10096,1
23749,As origaland insghtfl as episo las week ' behind thusic,182600,0.22222,negative,1,10152,1
23750,"As rt ofte onging eporation of hmosexualiyi America Mr Dong 's, FmilFunamentas i aseious study nto esair.",222464,0.63889,positive,3,2487,1
23751,As pedestrins s the cme.,182602,0.18056,very negative,0,11511,1
23752,So clar ad pedestriasad ktchup -,104504,0.19444,very negative,0,6438,1
23753,"Asplayed by Rya Gosing, Danny is a teribly fasiating contadicion.",64102,0.79167,positive,3,3382,1
23754,"As peitable as th utcome of  game Glbetroters Genra, Jana Man s een moreabsurdtan ou'd exect fromthe genre guy-in--drss, nd  erona low fo all involved.",182608,0.13889,very negative,0,9665,1
23755,A t gabge over-he-top pure ny fl of Jon Waer hasto ovecome a mile rm teountr.,104506,0.097222,very negative,0,6053,1
23756,"As calm, patientad tenacious ar. Lopez hilf, apprachng his hadok, ndless, withremarkabe serenty d discipline.",222466,0.88889,very positive,4,5047,1
23757,A rereshing as adrinkfrom a oodlan trem.,104510,0.79167,positive,3,5161,1
23758,As hage relaton ireto Rbert J. iege llows characr inhbt their wrldwthout cleavig  naraive c.,222467,0.65278,positive,3,5360,1
23759,"As hesachari,since it isisposable",182610,0.20833,negative,1,11518,1
23760,Scchain asmis go thi can causeasiveear atac i taken in large dose.,104514,0.36111,negative,1,5984,1
23761,"Assuccesul srange and intigun astory as t wasa haf entuyo .. nd ha a deligtly rim, epressonles tone nd tylisic coherence.",44592,0.80556,very positive,4,2129,1
23762,"Ascnscious film themselves go, Who is Clis ?",182611,0.45833,neutral,2,10770,1
23763,So simple nd innocent ilm s you n imagine,44593,0.66667,positive,3,2017,1
23764,"As thmbe osceen aewrn, Sr Trek Nemsis is ev me sggestiveof a xr 5th classrenon, where onlyeighsuvvig memers ho p- and there s nothng to drink.",104516,0.40278,neutral,2,5824,1
23765,A vaprous as last ek pork dmins.,182614,0.19444,very negative,0,9538,1
23766,Asthe lashes o th Meiterranean 'Swt Ay' iks.,104518,0.31944,negative,1,6228,1
23767,"As te diat Cristne, Syle etud is oldly brlliant.",104520,0.69444,positive,3,5025,1
23768,"As he mvie ent on, Itught I ear a yters vice, d felt srogly atacte to lih -thelight of teoutput signal.",222473,0.069444,very negative,0,6403,1
23769,"As the movie tracs of atletic exploit M. Brown 's, t is imposible no t e imressedy the pwer andgrace f o of te gretes nralathletes f moern tie.",222475,0.80556,very positive,4,2181,1
23770,"As the pincess,elgantly slies Sovino psoaity maleto female witout missinga beat",222476,0.79167,positive,3,4500,1
23771,"Asit state in h 1950 sciec fiction im Sgn is a tributeto s gifts, whichare uhthtl kee atching the skies hyamaalooking for hsextroject.",64104,0.76389,positive,3,3767,1
23772,As difficult n satisfyigas any of he ams without air sell filmaid Mmt ',64106,0.76389,positive,3,3343,1
23773,"s gstories goundrwer enathi crepy le neworkin e Atanti Ocean andpits again, aing ad caronized, somewhto the nrtwest f t ermuda rane.",64108,0.34722,negative,1,3761,1
23774,"So violet, proae and exploitie  he ost ofsive acton flm eve sn",143923,0.34722,negative,1,7146,1
23775,"A ht asi wknown, defyetti O uproriousmood wit an undrlyingseiouess tht aks nt heiewer, pridingan experence that ircher than expected.",104524,0.88889,very positive,4,5482,1
23776,As e hav me tarn- as mny tmes as wehae fingers t cn- Jasn isa urderer whodoe notknw the meaing ofthewor `quit. ',104525,0.48611,neutral,2,6581,1
23777,"As wel cted and wllintentionedasAllor Nohing,oevr, the fl daerously close o being to loomy  pessimistc and too srog for t n good",104528,0.44444,neutral,2,5301,1
23778,"T the Aswith many sold-to-thmax films ofthi tye, the ler seem to hae etered terecruitment bnds stale for the playist adcostumeof the ss in tespt, whc as handfl of nelliget oksand notmuch else.",182616,0.30556,negative,1,10603,1
23779,"AshWedesday snt th best film f dwa Burns, but  godandambtiusfilm.",222482,0.72222,positive,3,5001,1
23780,"Apar from Rohmer 's bl decisins cocening the viw,The Lad adthe Dukrepresentthfilmmke lelng peccupato wit formalist exementaton in art",64111,0.68056,positive,3,3324,1
23781,Apart frm theat tht e idiotic filmuses th web site eardotco.mor inaqatey por perrmance HamyStphen Re the film adds disdain for the fact that it is almos impssible t see or undersnd.,222486,0.15278,very negative,0,10045,1
23782,Hesks wat truthan e discernd frmxprene firstnd o ad specifcaly qutios ciema 'capacy fr rcrding trut,64114,0.61111,positive,3,2245,1
23783,Aspira he mdnesscrckdBuckaro Banza adntures but thnks to an incrdibly spi sript ed mre ik heAdvenursof Ford airane.,182626,0.29167,negative,1,10671,1
23784,"'Ambisbeutifl dapttion times,Jaques Chardone'  ovel Assayas.",104543,0.79167,positive,3,5269,1
23785,"nsure, bright andshot through agledepair.",64124,0.65278,positive,3,3318,1
23786,"Isurd, vitl an wlltyd, the l is undoubtedy themost succesflwork todate ong Kong tanle wan versatile.",104548,0.93056,very positive,4,4844,1
23787,"Amazin is nt th word - nt incmpetnt, inconsistent orjustin unk",222489,0.16667,very negative,0,5965,1
23788,Supisngl ft andovng ... it could beoe a worko hisoricalmorace as wl s aater's me.,64133,0.875,very positive,4,2684,1
23789,In 78 mintes i just zg wh vividnss and ha.,64135,0.80556,very positive,4,2458,1
23790,"ter 0minutes o hismt i shrt,ut it eelsmuch logr.",104556,0.27778,negative,1,5942,1
23791,"In  re 42 ntes, w need more X anss talkative.",182631,0.52778,neutral,2,10981,1
23792,"At a ime whe commrcilism has sueeedhfe of whatever idaim Aric cinema eer had, therac Godfre eggio's hines like a leben.",104558,0.73611,positive,3,5648,1
23793,"Ataie whenw have larned th hrd wyow complex inrnational terrim,Colaterl Damg alow an bsrdly sipicrepreentation.",143938,0.22222,negative,1,6966,1
23794,"At be, Cleti T culd insire  tr to th vdeo store -lookin orabetermovieeprie.",104560,0.20833,negative,1,6435,1
23795,At bestthiis a film fr he pblic uder-7.,222492,0.29167,negative,1,11152,1
23796,"Atevery oortuntyt d smethngsmrt, tefilgos right over the edg and kill everyee  cedibiity ..al tht remais  a seres of no-supriseexplosins and vilence, while eyes flag  e snotryintluh ho bad i",182637,0.25,negative,1,9079,1
23797,Atits est it s he BlcHaw with mre hert.,222494,0.69444,positive,3,5858,1
23798,"At ts est, i coesto maig fms for lrge-scale larr tha lie figure anaist o as bee warded themthial stusn conemoray cultre.",64138,0.93056,very positive,4,3337,1
23799,"At is bst, which apens ften, Bowlg Mchael Moore's muckakig r Colmbine reve the sprit o introspectiAre we  sck soiey '",222495,0.61111,positive,3,3859,1
23800,At bes ... you bubles annes Film esival with t exctement  the Canes FlmFstil.,104562,0.41667,neutral,2,5554,1
23801,t ts est hen athe entfully Betty nd Margotre stil neeed nipulrnt ad cente.,104564,0.56944,neutral,2,4786,1
23802,In its most bsic frmthis cartonaventueis xilrtng wni-the-hair,64142,0.77778,positive,3,2775,1
23803,Atworsit ' amb  met-ohn Ford.,222496,0.5,neutral,2,5859,1
23804,"At ts worst, the ilm is quite dieron; it is rarelyreache its pak",104569,0.45833,neutral,2,5114,1
23805,"In te worst cenari itis inexperenced, bt at itsbet s a youn rtist carf consieation of parentod",64148,0.56944,neutral,2,2254,1
23806,"Injust over ahour hoe ideo I will leae ou watin mor, not to mention leavi you ith  fw laughs anasmileon e ace.",64150,0.875,very positive,4,3531,1
23807,At hleast it's a retty impssive debut from director hales ton II.,182638,0.83333,very positive,4,9753,1
23808,"A notime durng K-19: Te idomakerdid thi viewer feivlve ina storyth,whileintnded tbe unverl i tthme f oyalty, courge and edicaion to a common ga, seems to leavehe lot.",104573,0.43056,neutral,2,6242,1
23809,While a estny to thevie vcatio f ucatn an a deonstrationf the aborius proces ofknowledge transfer.,64152,0.75,positive,3,3026,1
23810,At the sam tme diarmingy simplnd surprsngly ciuitous.,64153,0.81944,very positive,4,3282,1
23811," the sam time rchly emtionaland nalytic, Csy-einfed meet only conrs heeio weight behind this loose sperfialy, doumenary larky.",104575,0.51389,neutral,2,4775,1
23812,Both too old fahoned in its pat with soapnd havhandd in itsefort to mornieith encomiums to ieriy d lernce.,182642,0.30556,negative,1,10568,1
23813,"A subtle nd visceral tie te film neversucmbs to tra or mudin tear in his es, offrg nstead withhis nvering gze a measre ofaithin the future.",64155,0.875,very positive,4,4019,1
23814,"At some pont, a hisvisual dcptin ceaes t e smrt an becme strik, vaguel sily exggation.",143950,0.27778,negative,1,6806,1
23815,"At then, when oda now coputerized fnall rveals his mrtia t, film amouns t aitc fe so ull that eve uls cnredisve slkiginside trembling child.",44610,0.66667,positive,3,2097,1
23816,"A thend of emoiem ear-old nepewsi ` I thitt  come from a roknfamily,and my uncles are all foreiger,too ''",222501,0.44444,neutral,2,4960,1
23817,"In the film s cente it s a erforance layered peielyan ctor i his midevetie, Michel Picl",222502,0.55556,neutral,2,3268,1
23818,"In the oehour mrk,Herzog imply ruout of ids, and urs of pace staied positivly edas films sizz o tsieitale tragicconclsion.",104579,0.13889,very negative,0,6712,1
23819,"At thre osad with vryttle istryo development of t haracte, notmm for editing and uh shotr cu t woud udubedy hve led to  oter oe focusd narrativewth sarificiano inrgue cultral",182644,0.34722,negative,1,9710,1
23820,"Sometimes,it reall hurts to look.",182645,0.11111,very negative,0,10778,1
23821,"Smetimes, the film looks rely ne",222503,0.80556,very positive,4,9725,1
23822,ometimes uocu fels o fr w hat mayalobelookng rough ateecope.,64157,0.25,negative,1,2616,1
23823,"Smems the boys draws onome trong emoon,bt hi matriaismore effectiveon sae",222505,0.51389,neutral,2,3495,1
23824,"Atl 's obsesonssurundinginfility ar so outdtedand, darsa daed, 's a wnerh could notae brughtomethin cooler in the procsssmpl by accident.",182660,0.27778,negative,1,10472,1
23825,Atal puhs too hrto makhis a cm or serious dma.,182661,0.16667,very negative,0,10966,1
23826,Audcis imosile butcovincing...,222508,0.77778,positive,3,11687,1
23827,Audiard hs with suspense sucss t dfrentevels aln a film that is bth gpg and cpellng.,64176,0.81944,very positive,4,2986,1
23828,"Its dvsed audience to sit near he back an squint to help nticing ome trly atrocisli-n-sync, but otherwise the prduction is suitblyegant",64183,0.76389,positive,3,4155,1
23829,"Ausin Poeri mostly fn, te fis part cmpensate fr anydefets that me laer.",64189,0.69444,positive,3,2870,1
23830,AustinPowrs inGoldmmber is a caaccident flm a catastrhic collision f bad taste d gall yet willeve fan camoringfor anhe ride,104587,0.33333,negative,1,4887,1
23831,ustrlia Lnd Beyo Tie is a nice mvi anly becauseAustrlia is astrangely beautiful le,44620,0.75,positive,3,1766,1
23832,Aulianactr \ / iector n Polson an awr-winngEnglish cineatoraer Gles Nttgns make a temndous eft t oncealth bvious nergyand innvatin.,222512,0.75,positive,3,214,1
23833,"Autralian irctor avid Flatma es large frmat sreent  a fm o te atiuate ntre that educate viees wit wod an images, hileenertaining them.",64191,0.875,very positive,4,3655,1
23834,"Authntican somtimes deing, umors, creey, educationl, bt someimesas blnd as a loc ofnow.",182672,0.43056,neutral,2,9340,1
23835,Autofocusis notthestandad Hollywoo bi-pc.,222514,0.55556,neutral,2,2640,1
23836,vary 's fil never levesth shado of llis ook.,104592,0.43056,neutral,2,5993,1
23837,"eage at et, I'm afrad.",222517,0.34722,negative,1,6915,1
23838,"ipresive wok: infe,eliv howeer, ixicablywerul",64204,0.84722,very positive,4,4145,1
23839,"Imae B, nd I meanhat as a copiment.",222525,0.55556,neutral,2,3168,1
23840,by-ace nner isonvncing dsturing sthis n a bland whte manwith unimaginable deos ns.,104610,0.63889,positive,3,4567,1
23841,"Baonkeeps thing inresting, butnotout fteir wa to pa fullprce.",222530,0.48611,neutral,2,10288,1
23842,"Bad Company has one of he stuiest scriptsyear, full of ols tha wbe eidentevn t hose who are otooking r he",104615,0.25,negative,1,6333,1
23843,Malo and affig fo the sta.,144021,0.19444,very negative,0,6964,1
23844,Bd ompany .,222532,0.20833,negative,1,11737,1
23845,"Ia strange el o tht it is almost rh seen, foo itnss th crazy coluenc of purpose and taste.",104618,0.5,neutral,2,6205,1
23846,Bad move.,222533,0.097222,very negative,0,11738,1
23847,Banl n pedtbe.,222544,0.125,very negative,0,11744,1
23848,op!,222546,0.55556,neutral,2,10976,1
23849,Barani suprsiglyeoi of his o lover rippd Children typicl Majid Mjid.,64236,0.27778,negative,1,4213,1
23850,Baely .,222549,0.45833,neutral,2,11848,1
23851,"But just a few secods ahieve by itseecution tie semingly etrnl spa yu nterest, iaginain, phyoranyhin, really, xcept thei disgust andindifrece.",182701,0.22222,negative,1,9471,1
23852,"Barey's des aboutcreaing ad idenity relly does ot seem s dep, atthe leas thrughwhat can be glaned from this endurance test thre hors aroud an hor' s orthfremateil.",144039,0.27778,negative,1,7300,1
23853,arney getrd ofth goowil f thefirs half o the film gerated b ohestrating n nd that is ipenerabe anddul.,182705,0.22222,negative,1,11471,1
23854,Alog barel bfore the start be stc into etentality.,182709,0.48611,neutral,2,10564,1
23855,Barry Sonnenfd toFrank the at momnt f the pug,104638,0.44444,neutral,2,5758,1
23856,arry convices us he is a aneros gy secrly usethat cold easilyhae illda presidet cause he ddfeelpowerful.,64251,0.81944,very positive,4,3354,1
23857,"Bartlett 's her s still  reactive igure, opening the an' s edand heart isthe lyoncivble reaso for the fil t be mae",144051,0.40278,neutral,2,6864,1
23858,"Base on DaveBarys poplar bk ofthe sme ame,the fil beneis rm havin a tru stor writerot allte omets of hcharacters and he story ofthevrly",64257,0.73611,positive,3,3219,1
23859,"Baically, it's pretty but dumb.",182714,0.43056,neutral,2,9895,1
23860,"B forewand if ouare depresse about somethingbfoeseeing this moi,yo mays ed ptryig toron ina lak latr.",182720,0.15278,very negative,0,9368,1
23861,Be pien wihthe bautil Silene!,222555,0.63889,positive,3,4135,1
23862,"Be prepared ocint theedg of its et,ithhld taut",222557,0.91667,very positive,4,3279,1
23863,Bean ball drops too may times.. waitingr th ingeious premie wll crete oug nterest to mak a dash ut of focus.,182726,0.26389,negative,1,11202,1
23864,Bearable.,222559,0.43056,neutral,2,11847,1
23865,seciallyes reemblnce toh exriencs of most womn absed a Sper-n makes th expernce omotteenagers.,104650,0.38889,negative,1,6646,1
23866,ears is eve worse tha  imaied a film could ere.,182728,0.083333,very negative,0,11219,1
